Id,SalePrice
1747,220399.4297
1748,226363.1984
1749,149431.0183
1750,145350.3229
1751,240553.8454
1752,128628.9492
1753,145320.352
1754,218943.0565
1755,163455.5282
1756,126800.6118
1757,123020.779
1758,150546.6143
1759,159231.1154
1760,149920.7882
1761,145605.7999
1762,177816.841
1763,163668.7004
1764,125500.2382
1765,170795.5745
1766,181313.8494
1767,220453.8174
1768,141820.0671
1769,176901.5849
1770,145826.0072
1771,131019.0083
1772,135449.42
1773,138209.3636
1774,145811.5292
1775,138651.1405
1776,130169.7641
1777,114401.7452
1778,141821.7805
1779,123103.0027
1780,172646.073
1781,134600.0165
1782,104807.1742
1783,120274.9735
1784,106850.4281
1785,107633.2049
1786,167283.5057
1787,152125.6007
1788,74124.14636
1789,101320.5997
1790,90194.65854
1791,190759.7348
1792,151435.007
1793,130955.8064
1794,141673.6457
1795,136978.113
1796,134488.3668
1797,122783.9468
1798,126836.9698
1799,124459.2067
1800,128081.2435
1801,125017.6621
1802,135229.4623
1803,149848.6058
1804,128245.0776
1805,141650.3074
1806,121035.4558
1807,113962.1412
1808,117542.7409
1809,115606.0713
1810,131971.0619
1811,99878.15364
1812,110215.5601
1813,117063.4274
1814,92765.3849
1815,77167.44912
1816,78867.34838
1817,110012.1765
1818,147079.0508
1819,113024.4132
1820,70561.77368
1821,115161.4698
1822,143191.6783
1823,67838.50136
1824,121990.7417
1825,124313.9826
1826,103912.4951
1827,106221.2565
1828,130063.8605
1829,116761.5935
1830,129907.1081
1831,163791.3574
1832,94497.52244
1833,140211.6672
1834,110579.4665
1835,146780.6175
1836,125437.8453
1837,113627.2101
1838,101649.0043
1839,110620.7024
1840,135520.9606
1841,125946.937
1842,90452.76555
1843,132840.4404
1844,137537.8949
1845,139296.5158
1846,148607.6892
1847,204884.5844
1848,99603.97348
1849,112816.1874
1850,116181.884
1851,136570.2944
1852,121397.4224
1853,121069.2007
1854,172266.1655
1855,148997.7788
1856,206099.7048
1857,158043.824
1858,147696.6316
1859,124486.1674
1860,143204.0655
1861,123816.4324
1862,357766.3197
1863,352971.1643
1864,352971.1643
1865,329947.2547
1866,333835.1098
1867,247298.4754
1868,301936.4129
1869,192071.9145
1870,251440.0441
1871,264037.1429
1872,159536.4179
1873,226511.226
1874,149482.6028
1875,193149.2696
1876,174576.1131
1877,215191.0613
1878,206229.3357
1879,146113.679
1880,143702.0365
1881,231474.9603
1882,253532.3536
1883,189847.9856
1884,198550.5779
1885,262960.7185
1886,300937.1706
1887,199346.6712
1888,297721.2929
1889,153476.0851
1890,122729.8353
1891,120188.9969
1892,103862.2106
1893,125871.2644
1894,123966.233
1895,138233.7919
1896,123726.8239
1897,117270.241
1898,107648.3386
1899,140959.6558
1900,182964.0465
1901,177693.9925
1902,165261.6704
1903,214206.2106
1904,156546.77
1905,189507.7289
1906,164231.443
1907,199155.4301
1908,132722.7191
1909,147511.1726
1910,137621.8515
1911,207417.0244
1912,279225.0839
1913,124624.8467
1914,84686.85074
1915,308620.5066
1916,98544.55795
1917,260426.164
1918,144592.8661
1919,150905.8589
1920,147685.4491
1921,436768.8063
1922,325171.2385
1923,205429.43
1924,204679.3419
1925,210589.9721
1926,385261.7314
1927,140268.7421
1928,143930.2211
1929,129659.6643
1930,133689.0486
1931,135109.6709
1932,128569.7241
1933,156349.4298
1934,172363.5071
1935,162465.5639
1936,177335.8841
1937,174025.5197
1938,165169.1821
1939,271180.4799
1940,235270.3433
1941,166354.4062
1942,176676.2152
1943,248604.8376
1944,361946.8048
1945,383352.9595
1946,154785.8425
1947,316070.3655
1948,166840.3146
1949,219685.5512
1950,183474.2993
1951,283191.9869
1952,222277.2192
1953,158713.8726
1954,207601.9541
1955,141300.4433
1956,375138.7322
1957,153963.4453
1958,295415.4147
1959,156764.6942
1960,124961.0974
1961,122561.7107
1962,103496.1666
1963,114341.5143
1964,102482.0086
1965,137134.5742
1966,161189.7161
1967,284027.6999
1968,421312.902
1969,403145.8015
1970,446070.4771
1971,429732.4176
1972,365708.7694
1973,288240.9465
1974,320620.0739
1975,474698.5779
1976,286954.6329
1977,309778.2738
1978,366468.7543
1979,342851.6737
1980,188623.8884
1981,346842.7634
1982,241046.1147
1983,232223.8088
1984,188948.4776
1985,208028.6659
1986,209838.8464
1987,180176.6016
1988,167996.615
1989,196656.9379
1990,214764.1585
1991,213994.3023
1992,204862.4391
1993,182385.8666
1994,237744.6876
1995,191756.5119
1996,255178.3789
1997,348598.0047
1998,346083.0695
1999,251750.5623
2000,318732.3643
2001,273947.123
2002,243125.4261
2003,262566.6952
2004,267692.1884
2005,241725.2351
2006,234581.2914
2007,259369.8781
2008,202681.0779
2009,165880.4221
2010,183648.9986
2011,147147.2244
2012,172205.9822
2013,162852.8522
2014,163181.7157
2015,192136.1112
2016,164477.8137
2017,189425.1813
2018,121202.3638
2019,131173.0791
2020,110074.5585
2021,119123.2648
2022,202896.6129
2023,126167.9478
2024,283899.7118
2025,407387.7655
2026,185972.3724
2027,150043.1351
2028,168848.9225
2029,159349.1427
2030,286436.8044
2031,274382.0536
2032,277630.0063
2033,288428.1274
2034,175630.3557
2035,208717.1186
2036,219096.7467
2037,219741.066
2038,318729.2505
2039,241918.2685
2040,405502.444
2041,278829.8265
2042,202460.7766
2043,170233.1014
2044,182371.5811
2045,207214.9415
2046,144392.2765
2047,134381.1644
2048,133230.2523
2049,138809.1811
2050,190174.9912
2051,126415.5941
2052,132848.303
2053,143432.9154
2054,99252.24548
2055,149482.2193
2056,132871.3282
2057,124280.8827
2058,190027.3971
2059,140389.5573
2060,159656.4442
2061,168084.104
2062,134309.9291
2063,128158.6213
2064,136439.3779
2065,124256.3727
2066,167178.5
2067,136643.2249
2068,144546.7736
2069,97536.47416
2070,110554.542
2071,99255.81122
2072,123532.5114
2073,133458.7944
2074,146323.2846
2075,147684.4255
2076,123562.8971
2077,142746.7465
2078,127491.3432
2079,129494.5775
2080,115056.3201
2081,133964.0084
2082,135661.2124
2083,140731.3966
2084,122685.4313
2085,117842.7703
2086,113011.8347
2087,108996.4413
2088,102279.2013
2089,83533.90384
2090,120130.407
2091,120023.5211
2092,121925.8604
2093,124355.1899
2094,126905.4445
2095,135458.8251
2096,86134.1906
2097,115879.5941
2098,141597.89
2099,90247.38682
2100,106835.9458
2101,111246.771
2102,131212.2834
2103,108150.5926
2104,153988.0748
2105,123731.8253
2106,85665.0898
2107,170827.0135
2108,114566.5133
2109,112226.7889
2110,108406.5978
2111,150166.2301
2112,134582.5345
2113,124209.4655
2114,116544.7234
2115,148402.2276
2116,112341.2741
2117,138906.4761
2118,124914.1067
2119,106161.232
2120,117372.2849
2121,115911.5785
2122,88983.82235
2123,103957.1772
2124,183273.1976
2125,127202.533
2126,135697.3934
2127,155293.2446
2128,126264.3515
2129,89984.73984
2130,125751.6616
2131,136815.7563
2132,108581.487
2133,107703.2255
2134,103741.6808
2135,91866.07957
2136,81635.66371
2137,114602.3659
2138,126595.7686
2139,141300.4287
2140,138691.3436
2141,139911.9984
2142,130488.5243
2143,127889.1942
2144,124898.2318
2145,134064.628
2146,149696.1492
2147,174852.6096
2148,144454.6197
2149,141659.9665
2150,237813.151
2151,133105.8891
2152,164035.6919
2153,152508.8908
2154,104471.3672
2155,126569.6102
2156,322604.707
2157,227053.3631
2158,219945.7953
2159,201248.2736
2160,180919.0528
2161,250354.1309
2162,418511.5906
2163,337914.1365
2164,251483.1683
2165,189200.9751
2166,147502.6432
2167,219351.5131
2168,170079.4898
2169,199347.5378
2170,206774.2886
2171,152972.7616
2172,145055.8418
2173,170805.3358
2174,221014.4877
2175,312015.1343
2176,320740.7876
2177,234804.7161
2178,228986.8285
2179,149351.3785
2180,233242.1542
2181,189230.2127
2182,216630.5559
2183,185084.5887
2184,122737.6701
2185,119349.3023
2186,130306.4331
2187,133943.5198
2188,132514.7132
2189,209567.0303
2190,94854.9935
2191,93176.41856
2192,103566.5056
2193,114979.0635
2194,113836.9919
2195,107406.6815
2196,104384.8392
2197,113136.1309
2198,143650.4051
2199,157612.824
2200,157448.4652
2201,161868.2931
2202,222580.1143
2203,160388.6876
2204,185903.658
2205,135366.2673
2206,166072.7316
2207,236397.6662
2208,238153.6521
2209,217802.3602
2210,138541.5736
2211,111005.6002
2212,116200.0329
2213,111245.1366
2214,124169.4811
2215,95568.56804
2216,139870.5696
2217,93855.98532
2218,94261.38985
2219,96155.7791
2220,88761.24221
2221,307682.2525
2222,267183.5931
2223,269326.061
2224,204830.1168
2225,149039.7977
2226,201891.6372
2227,201500.8983
2228,272977.1962
2229,249626.9322
2230,144125.8803
2231,222386.2015
2232,171148.1365
2233,174518.2584
2234,246338.5718
2235,213035.2474
2236,230867.2202
2237,314076.1934
2238,201967.8568
2239,122919.2877
2240,152550.0343
2241,147044.137
2242,115117.6276
2243,110141.8728
2244,106218.2367
2245,107742.8295
2246,146452.396
2247,109952.4483
2248,136904.8536
2249,136407.1956
2250,134494.1644
2251,112036.3847
2252,164305.5478
2253,149821.2785
2254,165098.6332
2255,176097.4886
2256,194013.9503
2257,228893.4235
2258,179752.7428
2259,168810.1739
2260,154868.0846
2261,237335.0299
2262,247182.5051
2263,375301.051
2264,421751.7478
2265,161054.096
2266,314296.1644
2267,378482.8676
2268,389061.7391
2269,148993.0691
2270,192840.9869
2271,224091.0327
2272,200967.2571
2273,159319.3205
2274,160557.8721
2275,133380.1839
2276,188775.9263
2277,166445.7766
2278,135593.4505
2279,130846.8881
2280,131613.7697
2281,143419.3804
2282,151818.1055
2283,109079.0726
2284,110307.1473
2285,163998.3053
2286,125677.4189
2287,355352.2486
2288,287925.9959
2289,388197.9815
2290,428658.4592
2291,328954.7996
2292,438655.8615
2293,458617.185
2294,405940.3306
2295,423147.3205
2296,242331.5969
2297,321355.6546
2298,337295.1749
2299,342156.9226
2300,331299.8522
2301,290876.3438
2302,251029.2772
2303,258385.9235
2304,271158.8931
2305,187559.4803
2306,185392.4091
2307,182134.0885
2308,254532.3498
2309,305106.9271
2310,237112.8197
2311,207903.1018
2312,172099.3871
2313,167862.8286
2314,184830.2699
2315,171971.2653
2316,192394.2747
2317,169811.7968
2318,168736.9674
2319,188627.4241
2320,189260.4962
2321,245965.2707
2322,176979.1012
2323,199250.3934
2324,181404.7272
2325,206074.3075
2326,175793.6512
2327,208892.7231
2328,222811.0684
2329,176411.866
2330,175178.1863
2331,349610.5616
2332,455295.3243
2333,325745.9294
2334,276424.7778
2335,296964.5589
2336,335937.6647
2337,191053.882
2338,285029.4894
2339,238441.4257
2340,385331.7271
2341,230440.1401
2342,243198.7779
2343,213370.7987
2344,230063.0273
2345,257891.2148
2346,228937.1851
2347,195811.6793
2348,245581.6732
2349,172502.6767
2350,280393.4442
2351,246145.8918
2352,261743.8828
2353,236321.9702
2354,145868.6056
2355,166472.391
2356,141977.1859
2357,183259.0853
2358,173179.3884
2359,136255.5428
2360,117502.786
2361,132562.0767
2362,271069.0223
2363,130987.9041
2364,151468.9238
2365,231282.904
2366,223816.1051
2367,240412.8352
2368,209117.3126
2369,239996.1756
2370,156855.474
2371,160122.3435
2372,183309.4425
2373,282824.1748
2374,301274.3685
2375,261879.2657
2376,320245.167
2377,394719.4741
2378,146070.6186
2379,204195.3773
2380,139706.9969
2381,148554.7463
2382,206525.2495
2383,197630.1226
2384,223879.9065
2385,155945.8671
2386,146465.6245
2387,140379.8013
2388,121723.6912
2389,131416.8723
2390,143157.1276
2391,134261.2192
2392,115937.7479
2393,170413.3142
2394,143133.3048
2395,190030.7315
2396,140669.1597
2397,227917.2416
2398,126377.1718
2399,101193.1107
2400,100229.2931
2401,118188.8688
2402,138613.6856
2403,149354.4817
2404,138261.9304
2405,151976.009
2406,142787.5203
2407,129365.1746
2408,138056.9354
2409,130966.6323
2410,168960.0878
2411,127283.9377
2412,145459.3504
2413,133304.3231
2414,139729.3601
2415,131790.3866
2416,133556.2971
2417,136032.1926
2418,130512.0776
2419,126767.1839
2420,137225.5363
2421,150734.9709
2422,82843.81509
2423,126046.3471
2424,152573.9801
2425,309095.9419
2426,125982.4406
2427,128529.9633
2428,193612.4658
2429,123419.733
2430,139078.6791
2431,117905.415
2432,141389.7913
2433,146404.3789
2434,135438.8312
2435,148369.2885
2436,116411.2794
2437,109535.8895
2438,127663.275
2439,95196.05482
2440,121795.8973
2441,94997.88009
2442,101631.2656
2443,112211.2388
2444,106677.3791
2445,102187.4378
2446,122301.3878
2447,194785.3889
2448,129343.862
2449,108015.4833
2450,133292.3905
2451,126384.1183
2452,198879.153
2453,107343.6865
2454,112473.4411
2455,120221.4895
2456,125851.5968
2457,129314.8386
2458,132293.7051
2459,102203.0738
2460,125483.8158
2461,117075.1428
2462,123738.6855
2463,125840.4789
2464,159702.9183
2465,119032.3251
2466,112816.5885
2467,142153.9468
2468,78670.2055
2469,89659.13817
2470,175375.5061
2471,193137.1776
2472,158014.1756
2473,103925.3746
2474,90274.20019
2475,210601.2756
2476,110004.0917
2477,121737.3196
2478,139322.599
2479,113913.384
2480,138808.7409
2481,121172.7344
2482,117638.7137
2483,121405.5859
2484,120808.5793
2485,122240.7444
2486,132602.4353
2487,145687.5794
2488,174044.3017
2489,142191.4928
2490,144690.7642
2491,113184.2412
2492,189021.254
2493,131356.0436
2494,152085.8978
2495,102993.1163
2496,248839.1784
2497,142507.7368
2498,115260.2584
2499,95207.92367
2500,116841.7689
2501,123559.814
2502,132870.4096
2503,102069.4324
2504,176440.0076
2505,208896.6681
2506,255263.066
2507,315522.1322
2508,255169.3195
2509,216570.1575
2510,233689.0781
2511,180534.9889
2512,197839.7397
2513,199798.6262
2514,266825.658
2515,152406.5378
2516,159303.1151
2517,150100.4295
2518,158292.5951
2519,215689.5673
2520,204014.3202
2521,188536.2003
2522,208418.0966
2523,133177.589
2524,145440.7789
2525,151114.0308
2526,140330.585
2527,134196.9878
2528,145047.0258
2529,146885.0347
2530,141424.1568
2531,251972.0295
2532,214148.1392
2533,199010.4148
2534,244691.9416
2535,299233.2862
2536,234884.887
2537,237164.8468
2538,188499.0508
2539,186318.3504
2540,165228.2545
2541,186954.7527
2542,158851.5506
2543,128249.2062
2544,116248.976
2545,125197.3366
2546,125881.1339
2547,127966.5376
2548,122021.8898
2549,127623.5439
2550,405229.1051
2551,123273.9665
2552,112922.4551
2553,81658.77627
2554,102256.1722
2555,107703.6512
2556,111358.8487
2557,107616.9927
2558,117732.2097
2559,141868.5449
2560,158419.4279
2561,182816.3669
2562,153625.2022
2563,160391.5927
2564,199799.0757
2565,148377.5914
2566,171860.7176
2567,145044.4675
2568,190441.2802
2569,214337.1963
2570,137820.6183
2571,187236.0938
2572,204578.2651
2573,231864.833
2574,306571.5425
2575,126312.6617
2576,118799.6964
2577,142454.8361
2578,74406.16195
2579,88727.79237
2580,131766.8889
2581,89206.96381
2582,110439.1388
2583,290797.733
2584,140671.8613
2585,168471.6534
2586,219709.4598
2587,201317.163
2588,160477.1554
2589,142169.6643
2590,211963.7105
2591,180808.8825
2592,209294.8359
2593,254922.028
2594,189005.4969
2595,228897.0856
2596,294907.7076
2597,178773.9786
2598,280834.1218
2599,322077.3655
2600,145380.2469
2601,140202.9874
2602,88341.10929
2603,100024.7645
2604,100542.8984
2605,81664.73253
2606,143698.5969
2607,173811.3444
2608,193132.708
2609,153886.6514
2610,129354.6644
2611,122988.6716
2612,147112.4315
2613,138622.3643
2614,132478.1933
2615,141295.4378
2616,155715.275
2617,185978.4551
2618,163526.4067
2619,200955.2539
2620,178869.7111
2621,171250.0084
2622,171219.6214
2623,254103.1819
2624,262744.0568
2625,356755.7234
2626,170342.3567
2627,226674.54
2628,475695.3161
2629,497419.1328
2630,362911.1893
2631,426797.2809
2632,477303.6124
2633,327036.2966
2634,417720.4867
2635,157150.1773
2636,191974.9723
2637,198915.5929
2638,259682.2001
2639,176822.4528
2640,154535.5608
2641,111669.1194
2642,156282.4526
2643,101608.3889
2644,119664.0511
2645,110083.849
2646,105416.8853
2647,109017.6066
2648,146151.4318
2649,139412.2819
2650,161495.7219
2651,136319.2841
2652,388291.8246
2653,273933.4006
2654,255934.983
2655,379556.2238
2656,325788.9398
2657,358114.1344
2658,292506.2301
2659,321873.5668
2660,333227.7219
2661,344416.7004
2662,359421.5576
2663,285722.2898
2664,302001.2682
2665,326268.0099
2666,309524.1289
2667,164972.9625
2668,189105.4626
2669,167912.3155
2670,290374.2561
2671,190548.8264
2672,179812.1774
2673,191070.7181
2674,190918.9103
2675,178331.9623
2676,194014.5953
2677,181694.2983
2678,284357.0082
2679,288907.1522
2680,306165.4415
2681,436791.7646
2682,365253.7941
2683,489389.3412
2684,328704.8494
2685,387605.1346
2686,251208.6888
2687,309564.8407
2688,233175.3927
2689,228092.5843
2690,403079.1817
2691,174347.1111
2692,145530.3022
2693,178347.7153
2694,146864.524
2695,181385.1226
2696,179069.5039
2697,162390.0634
2698,173275.8572
2699,154234.2785
2700,147755.9023
2701,140764.5445
2702,109001.0418
2703,126244.73
2704,135608.3747
2705,127324.7748
2706,117397.6229
2707,117602.736
2708,131256.9247
2709,124259.8997
2710,129698.0462
2711,293602.5342
2712,423880.7538
2713,186992.0185
2714,166118.3751
2715,160755.3794
2716,168173.497
2717,164821.5414
2718,212711.894
2719,148889.5842
2720,183339.1097
2721,130449.6226
2722,154146.1465
2723,141270.1927
2724,130538.1803
2725,132827.1708
2726,142326.157
2727,165051.1951
2728,153287.2815
2729,139769.4419
2730,139520.1168
2731,127560.5176
2732,126761.0199
2733,145990.5202
2734,148269.0535
2735,135605.4195
2736,145760.4791
2737,129068.6002
2738,131892.2482
2739,155302.0863
2740,133966.1913
2741,136232.3977
2742,138384.4205
2743,122805.9967
2744,152672.8757
2745,144605.9635
2746,137063.6447
2747,145896.0969
2748,123733.2419
2749,136617.1256
2750,126278.1578
2751,140869.9337
2752,224960.7021
2753,136241.0734
2754,258789.2535
2755,127890.9315
2756,100690.0796
2757,90839.54724
2758,103531.0801
2759,131229.1817
2760,113734.1283
2761,147248.573
2762,143727.6405
2763,179381.4562
2764,165876.7365
2765,260460.5747
2766,134173.1794
2767,95377.41727
2768,132586.7198
2769,135019.7689
2770,154311.6149
2771,121717.9161
2772,123148.3826
2773,146814.6421
2774,130784.8919
2775,125932.5832
2776,131132.9088
2777,147107.9549
2778,131734.6707
2779,127193.7712
2780,100735.5066
2781,93811.20212
2782,96918.17118
2783,112370.8787
2784,113147.9665
2785,121644.1004
2786,88777.35745
2787,121858.7237
2788,84997.87538
2789,145170.9389
2790,97540.25017
2791,109335.1316
2792,89800.52368
2793,133276.2864
2794,111708.5462
2795,119348.4667
2796,102966.9992
2797,180441.1593
2798,101598.7929
2799,105283.9185
2800,77460.20015
2801,106338.5735
2802,126829.3746
2803,162379.5446
2804,155350.3973
2805,98891.60825
2806,83250.01043
2807,152359.4764
2808,140491.5725
2809,135869.7103
2810,132467.5329
2811,141119.6667
2812,151606.3628
2813,168334.1266
2814,172672.632
2815,108938.2726
2816,253088.5101
2817,169110.1456
2818,124096.5138
2819,205236.1053
2820,123135.5445
2821,119580.608
2822,193556.4324
2823,333445.3631
2824,155264.7511
2825,137880.9062
2826,123502.5392
2827,129107.9577
2828,197503.3111
2829,161382.9356
2830,211057.7979
2831,183058.4888
2832,238921.8733
2833,283431.2377
2834,207336.8576
2835,209086.5541
2836,189540.6486
2837,170494.9411
2838,150160.2686
2839,163081.0243
2840,194082.1805
2841,199125.8006
2842,206577.2123
2843,159615.1506
2844,175620.6858
2845,138483.1671
2846,203664.1044
2847,178800.4093
2848,213361.0546
2849,195368.8317
2850,277130.3526
2851,229677.7832
2852,230212.8375
2853,222073.0178
2854,150354.4962
2855,194807.2404
2856,198544.7938
2857,188541.2234
2858,195137.2033
2859,106868.4394
2860,120198.8011
2861,120561.5938
2862,164611.187
2863,126046.7124
2864,188348.1458
2865,123297.4654
2866,148482.829
2867,105194.8219
2868,92825.97737
2869,116747.4269
2870,120303.4979
2871,97423.56436
2872,69481.04537
2873,104274.1386
2874,126606.0087
2875,105634.3892
2876,163178.7891
2877,128218.6089
2878,177938.7592
2879,123337.4471
2880,101874.4921
2881,175921.4222
2882,174156.4413
2883,190658.3666
2884,214718.7532
2885,179647.4401
2886,235269.3703
2887,97946.76489
2888,123096.7662
2889,76998.98884
2890,87155.08889
2891,125864.6263
2892,79262.13172
2893,91804.97076
2894,88481.11201
2895,311208.0871
2896,297346.7957
2897,188167.2917
2898,144283.3552
2899,222390.4296
2900,133019.4623
2901,199311.4549
2902,176631.4377
2903,332182.4814
2904,361238.0985
2905,110049.3476
2906,201007.1102
2907,100696.5732
2908,135093.9434
2909,151970.3031
2910,97808.60979
2911,88173.34997
2912,140060.0401
2913,89191.73964
2914,90922.45401
2915,93807.72225
2916,89288.60117
2917,163935.3752
2918,131749.3233
2919,215336.1644
